selected,threadId,enabled,operation
6,6,19,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
6,6,19,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
6,6,19,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
16,18,18,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
5,5,18,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
5,5,18,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
5,5,18,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
7,9,17,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
7,9,17,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
7,9,17,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
10,14,16,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
10,14,16,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
10,14,16,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
10,14,16,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
4,4,15,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,4,15,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,4,15,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
7,12,14,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
7,12,14,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,1,14,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,1,14,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,1,14,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
1,2,13,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,2,13,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
3,8,12,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
5,12,12,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
5,12,12,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
3,8,11,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
4,13,10,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,7,10,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,13,10,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,13,10,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
4,13,10,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
2,7,9,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,7,9,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,8,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,8,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,8,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,8,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
5,18,7,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,10,7,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,3,7,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,15,7,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,15,7,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,15,7,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,15,7,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
2,16,6,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,16,6,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,16,6,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
2,16,6,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
3,18,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,10,5,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
1,10,5,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,3,4,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,3,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ThreadResumeOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,4,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
1,18,3,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,17,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,17,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,17,2,cmu.pasta.sfuzz.core.concurrency.operations.MemoryOperation
0,17,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ThreadResumeOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ReentrantLockLockOperation
0,0,2,cmu.pasta.sfuzz.core.concurrency.operations.ObjectWaitOperation
